value,date_earliest,date_latest
22  august  1328,22.08.1328,22.08.1328
5  oktober 1328,05.10.1328,05.10.1328
8  mars 1329,08.03.1329,08.03.1329
15  januar 1330,15.01.1330,15.01.1330
21  mars 1330,21.03.1330,21.03.1330
[26  august 1329-25  august 1330 ]1,26.08.1329,25.08.1330
14  januar 1331,14.01.1331,14.01.1331
[15  januar 1332 ],15.01.1332,15.01.1332
15  mai 1332,15.05.1332,15.05.1332
19  oktober 1332,19.10.1332,19.10.1332
[26  august 1333-25  august 1334 ]1,26.08.1333,25.08.1334
[26  august 1334-25  august 1335 ]1,26.08.1334,25.08.1335
1335,01.01.1335,31.12.1335
[26  august 1335-25  august 1336 ]1,26.08.1335,25.08.1336
17  juli 1338 1,17.07.1338,17.07.1338
[26  august 1337-25  august 1338 ]1,26.08.1337,25.08.1338
[26  august 1338-25  august 1339 ]1,26.08.1338,25.08.1339
[26  august 1339-25  august 1340 ]1,26.08.1339,25.08.1340
[26  august 1339-25  august  1340 ]1,26.08.1339,25.08.1340
1  mai 1341,01.05.1341,01.05.1341
21  august 1341,21.08.1341,21.08.1341
[26  august 1340-25  august 1341 ]1,26.08.1340,25.08.1341
"""1341 ""1",01.01.1341,31.12.1341
[26  august 1341-25  august 1342 ]1,26.08.1341,25.08.1342
2  juni 1342,02.06.1342,02.06.1342
6  oktober 1342,06.10.1342,06.10.1342
7  oktober 1342,07.10.1342,07.10.1342
[14  mars 1343 ],14.03.1343,14.03.1343
24  mars 1343,24.03.1343,24.03.1343
27  mars 1343,27.03.1343,27.03.1343
15  februar 1344,15.02.1344,15.02.1344
[Ca  1344 ]1,01.01.1344,31.12.1344
30  juli 1345,30.07.1345,30.07.1345
14  juli 1346,14.07.1346,14.07.1346
9  oktober 1346,09.10.1346,09.10.1346
26  januar 1347,26.01.1347,26.01.1347
25  april 1349,25.04.1349,25.04.1349
[26  august 1349-25  august 1350 ]1,26.08.1349,25.08.1350
30  desember [ca  1350],30.12.1350,30.12.1350
[Midten av 14 h å ?]1,01.01.1440,01.01.1461
8  juli 1351,08.07.1351,08.07.1351
25  mars 1354,25.03.1354,25.03.1354
"""3  november 1354 ""1",03.11.1354,03.11.1354
23  desember 1354,23.12.1354,23.12.1354
28  mars 1355,28.03.1355,28.03.1355
4  juni 1355,04.06.1355,04.06.1355
30  juni 1355,30.06.1355,30.06.1355
9  juli 1355,09.07.1355,09.07.1355
[26  august 1354-25  august 1355 ]1,26.08.1354,25.08.1355
30  januar 1356,30.01.1356,30.01.1356
21  november 1357,21.11.1357,21.11.1357
25  januar 1358,25.01.1358,25.01.1358
20  mars 1358 1,20.03.1358,20.03.1358
28  juli 1358,28.07.1358,28.07.1358
17  juni 1359,17.06.1359,17.06.1359
[9  august 1358-24  august 1359 ]1,09.08.1358,24.08.1359
[9  august  1358-24  august 1359 ]1,09.08.1358,24.08.1359
27  oktober 1359?1,27.10.1359,27.10.1359
"""1359 """,01.01.1359,31.12.1359
14  november 1360 1,14.11.1360,14.11.1360
20  januar 1361,20.01.1361,20.01.1361
24  februar 1361,24.02.1361,24.02.1361
23  juni 1361,23.06.1361,23.06.1361
[9  august 1360-24  august 1361 ]2,09.08.1360,24.08..1361
22  september [1361],22.09.1361,22.09.1361
22  oktober 1361,22.10.1361,22.10.1361
27  oktober 1361,27.10.1361,27.10.1361
1  desember 1361,01.12.1361,01.12.1361
2  mars 1362,02.03.1362,02.03.1362
13  mars 1362 1,13.03.1362,13.03.1362
12 -18  juni 1362,12.06.1362,18.06.1362
2  september 1362,02.09.1362,02.09.1362
1  november 1362,01.11.1362,01.11.1362
24  august 1363,24.08.1363,24.08.1363
22  august 1364,22.08.1364,22.08.1364
[13  juni 1365 ],13.06.1365,13.06.1365
4  oktober 1365,04.10.1365,04.10.1365
[1365? Tidligst 19  november det året ]2,19.11.1365,31.31.1365
[12  mars 1366 ]2,12.03.1366,12.03.1366
25  mai 1366,25.05.1366,25.05.1366
[13  mars ] 1367,13.03.1367,13.03.1367
15  mars 1367,15.03.1367,15.03.1367
15  april 1367,15.04.1367,15.04.1367
1  oktober 1367,01.10.1367,01.10.1367
13  mars 1368,13.03.1368,13.03.1368
24  mars 1368,24.03.1368,24.03.1368
3  mai 1368,03.05.1368,03.05.1368
[9  august 1367-24  august 1368 ]1,09.08.1367,24.08.1368
12  juli 1369,12.07.1369,12.07.1369
[9  august 1368-24  august 1369 ]3,09.08.1368,24.08.1369
[9  august 1368-24  august 1369 ]1,09.08.1368,24.08.1369
12  juli 1370,12.07.1370,12.07.1370
31  oktober 1370,31.10.1370,31.10.1370
2  februar 1371,02.02.1371,02.02.1371
[9  august 1370-24  august 1371 ]1,09.08.1370,24.08.1371
24  august 1371,24.08.1371,24.08.1371
10  september 1371,10.09.1371,10.09.1371
14  april 1372,14.04.1372,14.04.1372
7  november 1372,07.11.1372,07.11.1372
15  august 1373,15.08.1373,15.08.1373
[9  august 1372-24  august 1373 ]2,09.08.1372,24.08.1373
[9  august 1372-24  august 1373 ]1,09.08.1372,24.08.1373
8  september 1373,08.09.1373,08.09.1373
6  november 1373,06.11.1373,06.11.1373
6  desember 1373 1,06.12.1373,06.12.1373
"""10  februar 1374 """,10.02.1374,10.02.1374
3  mai 1374,03.05.1374,03.05.1374
[26  august 1319-1  desember 1374 ]1,26.08.1319,01.12.1374
10  juni 1375,10.06.1375,10.06.1375
19  juli 1375,19.07.1375,19.07.1375
15  februar 1379,15.02.1379,15.02.1379
21  juli 1379,21.07.1379,21.07.1379
[2  mars 1380?]1,02.03.1380,02.03.1380
2  april 1380,02.04.1380,02.04.1380
4  april 1380,04.04.1380,04.04.1380
20  august 1380 2,20.08.1380,20.08.1380
[9  august 1379-24  august 1380 ]1,09.08.1379,24.08.1380
[1355-1380?],01.01.1355,31.12.1380
27  mai 1381,27.05.1381,27.05.1381
6  august 1381,06.08.1381,06.08.1381
2  februar 1382,02.02.1382,02.02.1382
25  juni 1382,25.06.1382,25.06.1382
[29  juli 1381-28  juli 1382 ]1,29.07..1381,28.07.1382
[29  juli 1381-28  juli 1382 ]2,29.07.1381,28.07.1382
[1382?]1,01.01.1382,31.12.1382
[Mellom 29  juli 1381 og 11  august 1383 ]2,29.07.1381,11.08.1383
29  august 1383,29.08.1383,29.08.1383
[29  juli 1383-28  juli 1384 ]1,29.07.1383,28.07.1384
[3  desember 1384 ],03.12.1384,03.12.1384
[22  juli 1385 ],22.07.1385,22.07.1385
3  mai 1386,03.05.1386,03.05.1386
28  desember 1386,28.12.1386,28.12.1386
1  mai 1387,01.05.1387,01.05.1387
[29  juli 1381-3  august 1387 ]1,29.07.1381,03.08.1387
[3  august 1387-2  august 1388 ]2,03.08.1387,02.08.1388
[8  september 1389-24 september 1390 ]1,08.09.1389,24.09.1390
[8  september 1389-24  september 1390 ]1,08.09.1389,24.09.1390
18  februar 1391,18.02.1391,18.02.1391
20  desember 1391,20.12.1391,20.12.1391
12  februar 1392,12.02.1392,12.02.1392
15  september 1392,15.09.1392,15.09.1392
[12  mai-24  september 1392 ]2,12.05.1392,24.09.1392
[4  august-24  september 1392 ]2,04.08.1392,24.09.1392
22  juni 1393,22.06.1393,22.06.1393
[8  september 1392-24  september 1393 ]1,08.09.1392,24.09.1393
14  januar 1395,14.01.1395,14.01.1395
27  januar 1395,27.01.1395,27.01.1395
10  februar 1395,10.02.1395,10.02.1395
22  april 1395,22.04.1395,22.04.1395
26  juli 1395,26.07.1395,26.07.1395
[8  september 1394-24  september 1395 ]1,08.09.1394,24.09.1395
2  desember 1395,02.12.1395,02.12.1395
[23  januar 1396 ],23.01.1396,23.01.1396
14  april 1396,14.04.1396,14.04.1396
[18  april 1396 ],18.04.1396,18.04.1396
[3  november 1395-24  september 1396 ]2,08.09.1395,24.09.1396
24  februar 1397,24.02.1397,24.02.1397
21  juni 1397,21.06.1397,21.06.1397
[8  september 1396-24  september 1397 ]1,08.09.1396,24.09.1397
10  april 1398,10.04.1398,10.04.1398
21  april 1398,21.04.1398,21.04.1398
14  desember 1398,14.12.1398,14.12.1398
1398,01.01.1398,31.12.1398
18  mars 1399,18.03.1399,18.03.1399
2  mai 1399 1,02.05.1399,02.05.1399
16  juni 1399,16.06.1399,16.06.1399
1399 [tidligst 16  juni],16.06.1399,31.12.1399
[8  september 1398-24  september 1399 ]3,08.09.1398,24.09.1399
[27  februar 1400 ],27.02.1400,27.02.1400
28  mars 1400,28.03.1400,28.03.1400
14  juli 1400,14.07.1400,14.07.1400
29  juli [3  august?] 1400 1,29.07.1400,03.08.1400
16  august [ca  1400?],16.08.1400,16.08.1400
30  september 1400,30.09.1400,30.09.1400
25  november 1400,25.11.1400,25.11.1400
3  desember 1400,03.12.1400,03.12.1400
1400,01.01.1400,31.12.1400
[Ca  1400 ]2,01.01.1400,31.12.1400
[14  h å ?],01.01.1400,31.12.1499
20  april 1401,20.04.1401,20.04.1401
5  november 1401,05.11.1401,05.11.1401
20  desember 1401,20.12.1401,20.12.1401
"""1401""",01.01.1401,31.12.1401
[8  september 1401-24  september 1402 ]1,08.09.1401,24.09.1402
[8  september 1402-24  september 1403 ]1,08.09.1402,24.09.1403
4  februar 1404,04.02.1404,04.02.1404
19  februar 1404,19.02.1404,19.02.1404
15  august 1404,15.08.1404,15.08.1404
17  januar 1405,17.01.1405,17.01.1405
13  mars 1405,13.03.1405,13.03.1405
[Før 24  september 1405 ]1,01.01.1405,24.09.1405
[8  september 1404-24  september 1405 ]1,08.09.1404,24.09.1405
11  november 1406,11.11.1406,11.11.1406
[1391-1406 ]1,01.01.1391,31.12.1406
[3 -9  februar] 1407,03.02.1407,09.02.1407
25  mars 1407,25.03.1407,25.03.1407
7  april 1407,07.04.1407,07.04.1407
11  august 1407,11.08.1407,11.08.1407
7  november 1407,07.11.1407,07.11.1407
[1386-1407 ]1,01.01.1386,31.12.1407
28  januar 1408,28.01.1408,28.01.1408
21  mai 1408,21.05.1408,21.05.1408
[8  september 1407-24  september 1408 ]1,08.09.1407,24.09.1408
18  april 1409 1,18.04.1409,18.04.1409
6  juni 1409,06.06.1409,06.06.1409
20  juli 1410,20.07.1410,20.07.1410
[8  september 1409-24  september 1410 ]2,08.09.1409,24.09.1410
[2  februar 1411 ],02.02.1411,02.02.1411
2  juni 1411,02.06.1411,02.06.1411
19  juni 1411,19.06.1411,19.06.1411
3  august 1411,03.08.1411,03.08.1411
10  august 1411,10.08.1411,10.08.1411
[8  september 1410-24  september 1411 ]1,08.09.1410,24.09.1411
24  februar(?) 1412 1,24.02.1412,24.02.1412
14  oktober 1412,14.10.1412,14.10.1412
7  november 1412,07.11.1412,07.11.1412
2  februar 1413 [eller 1408] 1,02.02.1408,02.02.1413
2  juli 1413,02.07.1413,02.07.1413
17  mars 1414,17.03.1414,17.03.1414
8  september 1414 1,08.09.1414,08.09.1414
[8  september 1413-24  september 1414 ]1,08.09.1413,24.09.1414
1414,01.01.1414,31.12.1414
26  februar 1415,26.02.1415,26.02.1415
14  april 1415,14.04.1415,14.04.1415
7  oktober 1415,07.10.1415,07.10.1415
17  april 1416,17.04.1416,17.04.1416
[8  september 1415-24  september 1416 ]1,08.09.1415,24.09.1416
"31  desember ""1416"" 1",31.12.1416,31.12.1416
28  juni 1417,28.06.1417,28.06.1417
[8  september 1416-24  september 1417 ]1,08.09.1416,24.09.1417
1417,01.01.1417,31.12.1417
16  mars 1418,16.03.1418,16.03.1418
4  september 1419,04.09.1419,04.09.1419
4  november 1419,04.11.1419,04.11.1419
1  januar 1420,01.01.1420,01.01.1420
17  september 1420,17.09.1420,17.09.1420
4  august 1421,04.08.1421,04.08.1421
[8  september 1420-24  september 1421, kirkemessedagen for Askland ]1,08.09.1420,24.09.1421
[8  september 1420-24  september 1421 ]1,08.09.1420,24.09.1421
4  november 1421,04.11.1421,04.11.1421
1421,01.01.1421,31.12.1421
20  januar 1422,20.01.1422,20.01.1422
28  februar 1422,28.02.1422,28.02.1422
[26  april] 1422 1,26.04.1422,26.04.1422
6  mai 1422,06.05.1422,06.05.1422
29  mars 1423,29.03.1423,29.03.1423
[30  september 1423 ],30.09.1423,30.09.1423
1423,01.01.1423,31.12.1423
[Tidligst 1423 ],01.01.1423,31.12.1423
5  januar 1424,05.01.1424,05.01.1424
12  mars 1424,12.03.1424,12.03.1424
13  juni 1424,13.06.1424,13.06.1424
17  juni 1424,17.06.1424,17.06.1424
1  desember 1424,01.12.1424,01.12.1424
10  februar 1427,10.02.1427,10.02.1427
23  juni 1427,23.06.1427,23.06.1427
24  juni 1427,24.06.1427,24.06.1427
1  mars 1428,01.03.1428,01.03.1428
24  mars 1428,24.03.1428,24.03.1428
14  januar 1429,14.01.1429,14.01.1429
14  februar 1429,14.02.1429,14.02.1429
16  mars 1429,16.03.1429,16.03.1429
6  mai 1429,06.05.1429,06.05.1429
[12  juni 1429 ],12.06.1429,12.06.1429
"""1429""",01.01.1429,31.12.1429
28  februar 1430,28.02.1430,28.02.1430
13  mars 1430,13.03.1430,13.03.1430
[21  juni 1426-23  juni 1430 ]2,21.06.1426,23.06.1430
28  august 1430,28.08.1430,28.08.1430
"""1430""",01.01.1430,31.12.1430
"""1430"" 1",01.01.1430,31.12.1430
[Ca  1430 ]1,01.01.1430,31.12.1430
3  januar 1431,03.01.1431,03.01.1431
18  februar 1431,18.02.1431,18.02.1431
14  mars 1431,14.03.1431,14.03.1431
[23  mars 1431 ],23.03.1431,23.03.1431
[8  september 1430-24  september 1431 ]1,08.09.1430,24.09.1431
25  mars 1432,25.03.1432,25.03.1432
[7  desember 1432 ],07.12.1432,07.12.1432
28  desember 1432,28.12.1432,28.12.1432
[12  januar 1433 ],12.01.1433,12.01.1433
[15  februar 1433 ],15.02.1433,15.02.1433
3  mars 1433,03.03.1433,03.03.1433
8  mars 1433,08.03.1433,08.03.1433
20  mars 1433,20.03.1433,20.03.1433
"""31  mars 1433"" 1",31.03.1433,31.03.1433
2  april 1433,02.04.1433,02.04.1433
4  april 1433,04.04.1433,04.04.1433
9  august 1433,09.08.1433,09.08.1433
[10  august-24  september] 1433 1,10.08.1433,24.09.1433
5  mars 1434,05.03.1434,05.03.1434
[Ca  5  mars 1434 ]2,05.03.1434,05.03.1434
5  april 1434,05.04.1434,05.04.1434
14  mai 1434,14.05.1434,14.05.1434
[Etter 14  mai 1434 ],14.05.1434,31.12.1434
15  mai 1434,15.05.1434,15.05.1434
[Etter 15  mai 1434 ],15.05.1434,31.12.1434
29  mai 1434,29.05.1434,29.05.1434
[8  september 1433-24  september 1434 ]1,08.09.1433,24.09.1434
25  september 1434,25.09.1434,25.09.1434
Kyrmesseaften 1435,01.01.1435,31.12.1435
1435,01.01.1435,31.12.1435
23  mars 1436,23.03.1436,23.03.1436
27  mars 1436,27.03.1436,27.03.1436
27  mai 1436,27.05.1436,27.05.1436
31 desember [1436],31.12.1436,31.12.1436
1436,01.01.1436,31.12.1436
"""1436"" 1",01.01.1436,31.12.1436
19  mars 1437,19.03.1437,19.03.1437
22  mai 1437,22.05.1437,22.05.1437
29  mai 1437,29.05.1437,29.05.1437
25  august 1437,25.08.1437,25.08.1437
3  februar 1438,03.02.1438,03.02.1438
15  februar 1438,15.02.1438,15.02.1438
18  april 1438,18.04.1438,18.04.1438
23  april 1438,23.04.1438,23.04.1438
28  mai 1438,28.05.1438,28.05.1438
1  august 1438,01.08.1438,01.08.1438
2  november 1438,02.11.1438,02.11.1438
14  februar 1439,14.02.1439,14.02.1439
15  februar 1439,15.02.1439,15.02.1439
24  februar 1439,24.02.1439,24.02.1439
16  mars 1439,16.03.1439,16.03.1439
9  mai 1439,09.05.1439,09.05.1439
20  juni 1439,20.06.1439,20.06.1439
21  juni 1439,21.06.1439,21.06.1439
23  juni 1439,23.06.1439,23.06.1439
[8  september 1438-24  september 1439 ]1,08.09.1438,24.09.1439
23  februar 1440,23.02.1440,23.02.1440
8  mars 1440,08.03.1440,08.03.1440
12  mars 1440,12.03.1440,12.03.1440
25  mai 1440,25.05.1440,25.05.1440
11  juni 1440,11.06.1440,11.06.1440
25  juni 1440,25.06.1440,25.06.1440
1440,01.01.1440,31.12.1440
"""1440"" 1",01.01.1440,31.12.1440
3  februar 1441,03.02.1441,03.02.1441
27  februar 1441,27.02.1441,27.02.1441
25  april 1441,25.04.1441,25.04.1441
1  mai 1441,01.05.1441,01.05.1441
18  mai 1441,18.05.1441,18.05.1441
16  juni 1441,16.06.1441,16.06.1441
14  august 1441,14.08.1441,14.08.1441
20  august 1441,20.08.1441,20.08.1441
19  oktober 1441,19.10.1441,19.10.1441
2  november 1441,02.11.1441,02.11.1441
3  desember 1441,03.12.1441,03.12.1441
18  januar 1442,18.01.1442,18.01.1442
18  februar 1442,18.02.1442,18.02.1442
[6  juli 1442 ],06.07.1442,06.07.1442
6  oktober (10  januar?) 1442 1,10.01.1442,06.10.1442
[8  september 1389-1442 ]1,08.09.1389,31.12.1442
"""1442"" 1",01.01.1442,31.12.1442
7  januar 1443,07.01.1443,07.01.1443
[21  februar 1443 ]1,21.02.1443,21.02.1443
[21  mars 1443 ],21.03.1443,21.03.1443
21  mars 1443,21.03.1443,21.03.1443
1443 [tidligst 21  mars],21.03.1443,21.03.1443
4  april 1443,04.04.1443,04.04.1443
8  april 1443,08.04.1443,08.04.1443
19  juli 1443,19.07.1443,19.07.1443
21  juli 1443,21.07.1443,21.07.1443
30  november 1443,30.11.1443,30.11.1443
1443 1,01.01.1443,31.12.1443
1443,01.01.1443,31.12.1443
[6  mai 1444 ]1,06.05.1444,06.05.1444
18  juni 1444,18.06.1444,18.06.1444
[22  november 1444 ],22.11.1444,22.11.1444
1[4]44 1,01.01.1444,31.12.1444
[1  januar] 1445,01.01.1445,01.01.1445
8  februar 1445,08.02.1445,08.02.1445
[4  april 1445 ],04.04.1445,04.04.1445
[1  juni 1444-31  mai 1445 ],01.06.1444,31.05.1445
10  november 1445,10.11.1445,10.11.1445
[Seinest 1445?]2,01.01.1445,31.12.1445
26  mars 1446,26.03.1446,26.03.1446
25  mai 1446,25.05.1446,25.05.1446
30  mai 1446,30.05.1446,30.05.1446
15  juni 1446,15.06.1446,15.06.1446
26  september 1446,26.09.1446,26.09.1446
21  oktober 1446,21.10.1446,21.10.1446
[25  februar 1447 ],25.02.1447,25.02.1447
21  mars 1447,21.03.1447,21.03.1447
27  mars 1447,27.03.1447,27.03.1447
2  mai 1447,02.05.1447,02.05.1447
18  august 1447,18.08.1447,18.08.1447
14  oktober 1447,14.10.1447,14.10.1447
3  februar 1448,03.02.1448,03.02.1448
19  mars 1448,19.03.1448,19.03.1448
13  juni 1448,13.06.1448,13.06.1448
17  november 1448,17.11.1448,17.11.1448
17  desember 1448,17.12.1448,17.12.1448
12  januar 1449,12.01.1449,12.01.1449
20  januar 1449,20.01.1449,20.01.1449
19  mars 1449,19.03.1449,19.03.1449
2  april 1449,02.04.1449,02.04.1449
14  juni 1449,14.06.1449,14.06.1449
9  september 1449,09.09.1449,09.09.1449
10  september 1449,10.09.1449,10.09.1449
12  september 1449,12.09.1449,12.09.1449
[Slutten av 1449?]3,01.09.1449,31.12.1449
14[4]9?1,01.01.1449,31.12.1449
6  februar 1450,06.02.1450,06.02.1450
8  juni 1450,08.06.1450,08.06.1450
28  juni [1400-1450?]1,28.06.1400,31.12.1450
[1450, seinest 3  juli?]1,01.01.1450,03.07.1450
20  oktober 1450,20.10.1450,20.10.1450
19  november [ca  1450?],19.11.1450,19.11.1450
30  november 1450,30.11.1450,30.11.1450
[Ca  1450?]1,01.01.1450,31.12.1450
12  mars 1451,12.03.1451,12.03.1451
1451,01.01.1451,31.12.1451
[22  september 1452?]1,22.09.1452,22.09.1452
1452,01.01.1452,31.12.1452
26  desember 1453,26.12.1453,26.12.1453
15  juli 1454,15.07.1454,15.07.1454
28  (27 ) august 1454,28.08.1454,28.08.1454
9  april 1455,09.04.1455,09.04.1455
6  juni 1455,06.06.1455,06.06.1455
19  august 1455,19.08.1455,19.08.1455
1455,01.01.1455,31.12.1455
18  februar 1456,18.02.1456,18.02.1456
13  juni 1456,13.06.1456,13.06.1456
1456,01.01.1456,31.12.1456
29  april 1457,29.04.1457,29.04.1457
[22  mai 1457 ],22.05.1457,22.05.1457
1457,01.01.1457,31.12.1457
[1457 ],01.01.1457,31.12.1457
"""1457"" 1",01.01.1457,31.12.1457
16  januar 1458,16.01.1458,16.01.1458
14  februar 1458,14.02.1458,14.02.1458
16  mars 1458,16.03.1458,16.03.1458
28  mars 1458 1,28.03.1458,28.03.1458
1458 [før 8  mai],08.05.1458,08.05.1458
8  mai 1458,08.05.1458,08.05.1458
14  oktober 1458,14.10.1458,14.10.1458
23  desember 1458 1,23.12.1458,23.12.1458
1458,01.01.1458,31.12.1458
14  februar 1459,14.02.1459,14.02.1459
3  mai 1459,03.05.1459,03.05.1459
12  mai 1459,12.05.1459,12.05.1459
11  juni 1459,11.06.1459,11.06.1459
9  oktober 1459,09.10.1459,09.10.1459
1459,01.01.1459,31.12.1459
"""1459""",01.01.1459,31.12.1459
22  februar 1460,22.02.1460,22.02.1460
11  mars 1460,11.03.1460,11.03.1460
21  mars 1460,21.03.1460,21.03.1460
5  juni 1460,05.06.1460,05.06.1460
25  juli 1460,25.07.1460,25.07.1460
19  september 1460,19.09.1460,19.09.1460
6  desember 1460,06.12.1460,06.12.1460
1460,01.01.1460,31.12.1460
"""1460""",01.01.1460,31.12.1460
[Ca  1460?]1,01.01.1460,31.12.1460
1  januar 1461,01.01.1461,01.01.1461
26  februar 1461,26.02.1461,26.02.1461
26  april 1461,26.04.1461,26.04.1461
11  juni 1461,11.06.1461,11.06.1461
1461,01.01.1461,31.12.1461
[1461 ],01.01.1461,31.12.1461
7  januar 1462,07.01.1462,07.01.1462
7  april 1462,07.04.1462,07.04.1462
[12  juni?] 1462 1,12.06.1462,12.06.1462
29  juni 1462,29.06.1462,29.06.1462
5  juli 1462 2,05.07.1462,05.07.1462
21  august 1462,21.08.1462,21.08.1462
[Tidligst 18  september 1462?]1,18.09.1462,31.12.1462
1462,01.01.1462,31.12.1462
"""1462"" 2",01.01.1462,31.12.1462
13  januar 1463,13.01.1463,13.01.1463
7  februar 1463,07.02.1463,07.02.1463
16  mai 1463,16.05.1463,16.05.1463
24  juni 1463,24.06.1463,24.06.1463
11  september 1463,11.09.1463,11.09.1463
22  september 1463,22.09.1463,22.09.1463
10  oktober 1463,10.10.1463,10.10.1463
27  oktober 1463,27.10.1463,27.10.1463
28  november 1463,28.11.1463,28.11.1463
2  desember 1463,02.12.1463,02.12.1463
1463,01.01.1463,31.12.1463
9  januar 1464,09.01.1464,09.01.1464
5  februar 1464,05.02.1464,05.02.1464
23  februar 1464,23.02.1464,23.02.1464
14  mai 1464,14.05.1464,14.05.1464
26  november 1464,26.11.1464,26.11.1464
24  januar 1465,24.01.1465,24.01.1465
1465 [tidligst 27  januar ],27.01.1465,31.12.1465
[30  januar 1465 ],30.01.1465,30.01.1465
3  januar 1466,03.01.1466,03.01.1466
24  mars 1466,24.03.1466,24.03.1466
[9  april 1466 ],09.04.1466,09.04.1466
24  juni 1466,24.06.1466,24.06.1466
8  mars 1467,08.03.1467,08.03.1467
31  mai 1467,31.05.1467,31.05.1467
21  mars 1468,21.03.1468,21.03.1468
29  mars 1468,29.03.1468,29.03.1468
20  desember 1468,20.12.1468,20.12.1468
1469,01.01.1469,31.12.1469
28  juni 1470,28.06.1470,28.06.1470
1470,01.01.1470,31.12.1470
31  mars 1471,31.03.1471,31.03.1471
1471,01.01.1471,31.12.1471
18  april 1472,18.04.1472,18.04.1472
7  september 1472,07.09.1472,07.09.1472
6  mars 1473,06.03.1473,06.03.1473
29  mai 1473,29.05.1473,29.05.1473
6  mai (16  september) 1474,06.05.1474,06.05.1474
17  oktober 1474,17.10.1474,17.10.1474
5  februar 1475,05.02.1475,05.02.1475
[7  april 1477 ],07.04.1477,07.04.1477
3  mai 1477,03.05.1477,03.05.1477
"""1477"" 2",01.01.1477,31.12.1477
6  april 1478,06.04.1478,06.04.1478
[1  juni 1478 ],01.06.1478,01.06.1478
9  juli 1478,09.07.1478,09.07.1478
[11  juli 1478 ]2,11.07.1478,11.07.1478
1478,01.01.1478,31.12.1478
10  mars 1479,10.03.1479,10.03.1479
6  juli 1479,06.07.1479,06.07.1479
1479,01.01.1479,31.12.1479
10  mars 1480,10.03.1480,10.03.1480
12  mars [ca  1480?]2,12.03.1480,12.03.1480
6  juni 1480,06.06.1480,06.06.1480
5  mars 1481,05.03.1481,05.03.1481
29  mai 1481,29.05.1481,29.05.1481
30  oktober 1481,30.10.1481,30.10.1481
1481,01.01.1481,31.12.1481
31  mars 1482,31.03.1482,31.03.1482
16  april [13  desember?] 1482,16.04.1482,13.12.1482
12  mai 1482,12.05.1482,12.05.1482
24  juli 1482,24.07.1482,24.07.1482
1482,01.01.1482,31.12.1482
[1  april 1483 ],01.04.1483,01.04.1483
13  juni 1483,13.06.1483,13.06.1483
17  juni 1483,17.06.1483,17.06.1483
[28  mars 1458-30  september 1483 ]1,28.03.1458,30.09.1483
30  september 1483,30.09.1483,30.09.1483
10  november 1483,10.11.1483,10.11.1483
[1453-1483 ]1,01.01.1453,31.12.1483
1483,01.01.1483,31.12.1483
2  februar 1484,02.02.1484,02.02.1484
[7 -13  mars] 1484 1,07.03.1484,13.03.1484
[1484 ],01.01.1484,31.12.1484
25  januar 1485,25.01.1485,25.01.1485
[Ca  25  januar 1485?]1,25.01.1485,25.01.1485
12  april 1485,12.04.1485,12.04.1485
29  september 1485,29.09.1485,29.09.1485
21  januar 1486,21.01.1486,21.01.1486
11  februar 1486,11.02.1486,11.02.1486
6  mars 1486,06.03.1486,06.03.1486
1486,01.01.1486,31.12.1486
8  april 1487,08.04.1487,08.04.1487
15  mai 1487,15.05.1487,15.05.1487
1487,01.01.1487,31.12.1487
16  november 1488,16.11.1488,16.11.1488
Desember 1488,01.12.1488,31.12.1488
1488,01.01.1488,31.12.1488
"""1488"" 1",01.01.1488,31.12.1488
24  februar 1489,24.02.1489,24.02.1489
17  juni 1489,17.06.1489,17.06.1489
11  juli 1489,11.07.1489,11.07.1489
"13  januar ""1490"" 2",13.01.1490,13.01.1490
20  april 1490,20.04.1490,20.04.1490
25  april 1490,25.04.1490,25.04.1490
[Våren ca ] 14[90] 1,01.04.1490,31.05.1490
8  juni 1490,08.06.1490,08.06.1490
23  juni 1490,23.06.1490,23.06.1490
1  november 1490,01.11.1490,01.11.1490
"""1490"" 1",01.01.1490,31.12.1490
14[90]?1,01.01.1490,31.12.1490
[Ca  1490 ],01.01.1490,31.12.1490
